recording_id,species_id,songtype_id,is_tp,pca_1,pca_2,tsne_1,tsne_2
670946fce,18,1,0,3.473260512090793,7.875017067199194,23.900496,19.10962
206f79102,23,1,0,-1.6264230633532486,-3.5462589260570643,-3.622837,-14.064561
0e0a36d7a,18,1,0,0.9142449036697158,-2.479255152387965,15.983425,-10.096883
c848a67ab,18,1,0,6.310394491801664,-1.09815931837595,28.368073,-14.413585
71e3f0503,10,1,0,-0.7317176317549962,-0.9364350427080262,-1.204098,-27.706732
5c18970b8,12,1,0,-8.479941526459935,-0.6626683452386337,-49.88455,14.342665
16553d5cd,23,4,1,-9.594527536024883,-0.2152931140559976,-47.045197,14.302172
d5cd58b16,17,4,0,10.607322628141322,-1.9993181338909198,36.358173,-7.0502777
38e65e173,17,4,0,8.023267368263435,3.779881859412472,20.062878,15.437872
783029b7b,18,1,0,-7.946788115589449,-1.8170525662008343,-42.718407,4.561839
915443145,10,1,0,1.3480299324647302,-3.321609406140968,13.245132,-13.281247
9cb5f0d5f,18,1,0,3.3226103182491133,3.477349786457588,24.744034,13.078503
049bbf288,23,4,0,-5.718703154400833,0.973781607001474,-47.60606,20.922283
94b789ac1,12,1,0,-7.107874292066355,0.3598997584386514,-36.403553,10.233733
ac7f34e8f,12,1,0,-2.9233655876964026,-1.2431611326653802,-13.0357895,-22.321291
2c8b3fa52,23,4,0,-5.070865904821951,-1.914994925974541,-12.252845,2.1824446
928ef4799,17,1,0,-5.494659871702038,-0.9416568507457955,-21.634602,5.1401033
2bb539997,10,1,0,-3.5301883920346406,-3.689771691861257,-32.578667,-23.131264
d169ed0b5,12,1,0,8.703350786786649,-1.8709240654881114,36.58765,-9.94201
de621d3a5,12,1,0,2.0202718345623922,-4.107913415197225,22.273409,-28.076784
a0af97b46,23,4,0,-1.5444577352232896,2.298136672770464,-16.75693,28.150518
568f644e1,12,1,0,-3.695436634190421,-2.3440428675354648,-10.588106,0.6922797
437975e83,23,4,0,8.978126043009144,-2.447983813690326,35.92346,-10.644858
84fd342f8,12,1,1,-3.16867071207408,0.06914304832673539,-16.15082,7.5653663
6093f0100,17,1,0,3.7126845511097777,1.7780515728128559,36.867657,10.919513
f93a90649,10,1,0,-0.34236591423423424,-2.441166434373724,1.6029396,-33.76096
737d85472,23,4,1,-3.656551972630443,-3.3091120551908824,-33.48452,-23.638477
f806be4f5,10,1,0,-7.677661673776876,-0.5474442846684873,-39.023926,9.307215
5e94a23dd,10,1,0,-6.315178247752899,2.9718297272043848,-22.859207,30.269323
557506b62,17,4,0,-1.0268847709429603,-0.013487812117616666,-6.9956074,-46.54928
e42155880,18,1,1,-1.3237911728008656,5.832124694009287,17.31418,43.92762
f827a8428,23,1,0,-8.43306929353493,-0.0730187138894396,-43.249043,7.922117
1ce9fc3a3,10,1,0,-1.2321495945936718,-2.004965931271751,-3.2362633,-28.951061
17817e8f8,12,1,0,1.56131950342454,6.444779475499453,22.127533,19.805471
534ffb33a,10,1,0,-6.91706316369625,-0.5843296481875702,-34.546097,19.951199
364e10d4b,17,1,0,4.075265761326066,-1.0027710687179459,28.694561,-1.1926721
5cbd74b02,10,1,0,-0.3817775897331954,-2.989944373911835,8.813564,-18.786663
9c00b4d82,10,1,0,1.8801014011349304,2.0795005397513133,20.827835,9.44012
0f51600c8,10,1,0,-7.487304810277563,-1.1872687110731766,-42.215088,6.354919
f1b7d8c75,18,1,0,-10.253772836393622,-1.0464400620612282,-47.164425,13.709537
0f9fcb0c4,10,1,0,-1.7132089060830107,-1.786434988534962,-10.333369,-14.966638
dd81b8980,17,1,0,6.170275378130655,3.9707153375366726,38.899754,11.162704
7ab53e433,10,1,0,24.840017977033515,-8.225796646973354,51.136765,-15.312894
5e7749f0e,17,4,0,-1.3574391189443347,2.582908682543523,11.735277,24.526384
1ed1abd44,17,1,0,-1.1117563213279695,5.513028234605445,17.42261,40.24201
c8bed66bb,10,1,1,-8.779686360643447,-0.2442461304447787,-46.47288,15.043213
428dae65f,18,1,0,-2.379467559939572,0.03382285665277945,1.1788687,1.0355417
715e2e294,18,1,0,1.7009118447400577,7.004319783595288,16.284147,24.034985
4efa1757c,17,1,0,8.335915376184943,0.5100375994654747,34.485146,-1.9072131
eca5caddc,10,1,0,0.4502127620902305,-2.037789773032027,6.9417653,-30.023247
59ce91d00,17,1,0,-3.23060114332122,2.778252898199443,-17.605452,35.585476
678d9eb55,23,1,0,0.12222018156067946,-2.5967210619575387,9.412146,-21.763405
fe754ef0d,10,1,0,-3.918575226084961,-1.8393176930514925,-16.818228,-17.676033
efd9010ba,23,1,0,8.115604139477883,-5.777156772855904,39.877476,-17.97893
b6b2bb1cd,17,4,0,3.239683111040269,0.6868261775983191,19.56591,0.6508813
cfdd68da2,12,1,0,-8.849199452551032,0.307230658109479,-47.585785,15.6601095
ec098238c,10,1,0,0.8632409200806752,-1.0816846546224432,9.710347,-33.400105
942ca05c0,18,1,0,-4.002433738963832,1.5133176642751551,-18.168642,33.796997
2e6758f3e,17,4,0,24.21438085298873,2.7697581388611203,51.647594,3.960296
2fc2eca0c,17,4,0,1.1958633187300258,3.2745007975277547,18.014757,16.338186
34ccdfe77,18,1,0,-2.0957766240251003,0.45275742265602986,1.3899764,1.209579
6a1ffc4ef,10,1,0,-1.7262310482133356,1.9862913558196675,-1.2291691,7.696474
45a4a9f44,18,1,0,4.257409724724465,-0.3923506895136846,23.444962,-10.170178
498598789,10,1,0,-3.4667597449936673,-0.14604497378687598,-18.004133,-11.280424
ebeb631d2,18,1,0,2.8345632050147715,0.023382362720270305,19.702286,-1.0521863
3c1e77d9f,17,4,0,7.250592750414473,6.553496134648513,41.49265,11.72622
cf44264e5,23,4,0,-2.9294493667751804,-2.1838161999398538,-13.102452,-27.290401
b98d2c0f3,23,4,0,-3.1476245220162165,-1.5303577727302806,-11.754156,-39.763813
e00453b19,17,4,0,1.7792858993931566,1.951573910762397,6.0964904,-35.353165
1e956d53b,17,1,0,-7.317867237568462,3.9099396106113296,-49.238243,20.47181
d015ef3b5,23,4,0,-1.053848706027719,0.4898198983422952,3.11591,0.26557449
ea394632e,10,1,0,2.7136389114956017,-2.025866288482337,16.596745,-22.1585
561ed4362,23,4,0,-0.9822415363662454,0.7850417747057652,1.0142579,13.543023
87b953b11,18,1,0,1.981797020568235,-2.4323707061939057,15.08655,-21.355259
f28530d94,18,1,0,3.3653996105188355,-2.2940306453245007,18.429758,-10.322042
e4c1b54b5,12,1,0,-0.7414469420140128,3.1943128529909104,4.538549,53.483967
079cef4b3,17,1,0,-2.2363789535467014,3.5727065411977548,-1.2323217,29.063137
404fa2c71,23,1,0,-3.295826474900468,0.9894415207874144,-8.586893,13.056296
ba787d546,10,1,0,-3.841790923643898,0.6727849325607843,-18.374853,-32.128582
b4e23c482,17,4,0,-2.234191229881478,-1.6555441075970307,-11.8744135,-25.119837
929d655d3,23,4,0,1.6191380095245322,-8.676169043139263,26.16014,-29.765348
83028db30,23,4,0,-5.592283125696362,-0.4930842855053103,-38.376057,-1.1684967
499b189fb,17,1,0,6.495968287383592,-0.009047073316454124,34.116253,0.6881577
ec02f75ce,18,1,0,-1.656629425825276,1.6495317880648523,-11.278158,24.321516
8b237e9eb,23,4,0,-0.08679161389281574,0.517637372311438,-14.928834,35.72902
499b189fb,17,1,0,8.370444438082387,-0.921130905102876,34.12435,0.6319149
3c48834c4,17,4,0,3.9251282499911304,1.5341352246635602,21.29873,9.989597
edccfd690,23,4,0,-6.34363864437389,-0.7968689939940421,-35.404346,2.6729467
2ceab2a50,18,1,0,-1.5141359206036737,2.71852993456988,-12.545977,32.686592
80183e4c7,18,1,0,-7.067353082154151,-3.5088091568285957,-24.278187,-0.3964052
cb61399d9,12,1,0,-3.0870556671971365,-0.1045847714390644,0.63282603,14.981513
bef0a8e4c,23,1,0,15.342753037727748,-7.727315272679987,46.15961,-14.944728
7842a2fc4,23,4,0,3.69388042321986,3.0793607020269813,13.442162,9.269972
f3f82b897,17,1,0,-6.761641795967459,-0.1492136218173989,-38.88686,21.099411
119b154cc,23,4,0,0.2688714770994208,-0.547145613561069,-6.293054,-44.63829
9996f3de8,18,1,0,-3.6601715291199537,-1.4941003544659672,-13.614493,-25.867662
d59d099b3,17,1,1,-7.442758497197785,0.24566532597947002,-37.001976,10.1344185
b7af37ae0,18,1,0,-5.573925527713406,-0.21332768210596545,-31.823948,7.865892
56473f006,17,1,0,7.534623829497946,4.330304900920503,28.646269,29.64149
03971ab79,18,1,0,4.2196256908817125,-0.43167578767283593,26.896759,-11.073838
af99851ef,18,1,0,-1.6273066571044938,-3.1663038370285346,-29.747965,-21.631998
6f423ed00,23,1,0,-2.0587958100371253,-1.8925066728217508,-10.164381,-46.308407
4ddebf17c,10,1,0,2.4953568543742484,-1.7002614247389483,15.505768,-20.812763
3647cd276,12,1,0,-4.514914147134584,0.31604996637597155,-15.788035,14.261559
c7eba6954,12,1,0,0.5513087280245476,0.019148989097253304,2.5562878,-24.38185
2348f2034,12,1,0,-1.5481372331233056,4.975743141640469,12.50666,25.91035
4bc00de61,23,1,1,-6.352761896906224,-2.2467111636389383,-29.988111,-5.951394
53517f2da,17,1,0,-2.8906539183136633,0.5868777815854059,2.0683057,18.12723
6add524d7,10,1,0,-6.615744470403594,-1.264789429365301,-35.91496,-8.366997
90170bbf9,12,1,0,2.0159216449614696,3.6887490663959275,-15.185608,45.36873
3f002c337,10,1,0,-4.329438790479758,-0.8108610838098325,-24.751354,-11.212216
18abb84a3,12,1,0,6.875544621560678,4.750863545502943,14.498268,9.742287
157b73cfe,17,4,0,-5.6227438419133895,-0.6132862725131564,-33.68508,20.846214
c4ec1e7de,17,1,0,-1.665760721236394,1.925662093919307,11.181435,28.236216
d893bddaa,23,1,0,1.7724233251172512,-2.438456465953193,12.239521,-19.322748
90170bbf9,12,1,0,2.6063035652951463,3.912477336064949,-14.863545,45.579967
84fd342f8,17,1,0,-3.5894544218587745,0.21685910097983777,-16.16094,7.5743876
a904aee98,23,1,0,-4.074657600293622,-2.193477910326912,-25.450575,-12.796805
935e4c9b0,12,1,1,5.976792734009993,3.498140579094514,30.152224,4.4112144
aefd0f061,17,4,0,1.3740342267313375,1.768176966992474,21.232773,40.55121
7613c89c2,17,4,0,-4.501180286523931,-1.0032550275335588,-13.306773,-7.005235
9919deb2f,17,1,0,-7.063935802577886,-0.8439336054028022,-34.716625,18.672537
0f08c882f,23,1,0,22.58818534927294,-7.990669648655748,50.6747,-14.558549
119b154cc,17,1,0,-1.6078131711610788,-0.7294593642011131,-7.1390023,-43.913475
fae8f99f6,17,4,0,4.343518357827106,-2.237869291444039,21.295984,-19.702045
f9bab6d86,12,1,0,12.326726801120095,-2.610217493430807,46.26007,-9.598356
4ef096b89,23,4,1,-6.263070293590229,-3.4535028039423654,-23.765898,-0.61308646
b50cd60ee,18,1,0,-5.479424111586886,-0.21187472018557146,-18.009571,-34.17108
a1048dac6,18,1,0,-4.1044010652746685,-2.752646350130971,-31.381147,-18.042128
0d503b7e8,10,1,0,-0.31408478692647074,-3.241881650971885,8.909401,-20.81754
8eab581da,23,4,0,-4.368381634246721,-0.8842153173141218,-15.406564,14.016897
a6266987d,23,1,0,-3.4084702986979476,-0.48129299000482423,-8.661372,12.394906
073e4d908,12,1,1,-6.751408916599561,1.1096672822276163,-47.744415,20.179756
d403225be,23,4,0,-3.17784871262641,-4.017948597239561,-33.364178,-23.823772
3a6637fb8,10,1,0,0.09444488499458355,-2.1955824003898976,10.392303,-22.528807
e438acdff,12,1,0,-1.8019164368128495,-2.11557856419526,-12.218441,-19.411592
3eea13716,17,1,0,12.392154081926915,3.5975355781094382,44.46989,7.3412933
f9f2bfa12,12,1,0,-2.203926889551657,-2.6234525515529237,-8.901697,-0.26872733
2f11a8c05,23,4,0,19.075672071927098,8.923494661860536,50.744694,5.3940783
6c032e356,23,1,1,-2.3632806645271645,0.4056974512500526,-2.362961,13.681584
a05862d01,17,1,0,22.375351614324305,-3.453751661163975,50.802036,-12.603493
8ec106891,18,1,0,-6.2321023497896055,-1.133163415147322,-26.296556,12.007753
a11b8f4b0,10,1,0,0.21910421273980923,2.04810634376513,6.465038,1.8946607
1fb41e1c4,18,1,1,-0.6027064730824016,3.5309777349770863,14.796042,45.541622
ae485a26a,18,1,0,-4.9199128614276235,1.8948029273995348,-21.05528,-32.017727
49b0f27db,17,4,0,0.7758774395700284,3.7811104148768915,9.593808,50.34426
631ed1b9c,23,4,0,4.968945292238656,0.8432664943665036,24.361027,5.938326
4fab1986e,23,1,0,-4.012912888441645,-1.7990179817225909,-18.635075,-5.357185
aea0fe44d,17,1,0,-1.026456450336908,3.4208347481854657,12.0281315,23.416906
3a2afcf76,18,1,1,8.077909554414695,0.4465134346860269,33.01407,-6.9533744
90836bf07,23,1,0,-2.3480207387152676,-0.9374324929630493,-15.991017,-11.843767
2a94d4b86,23,1,1,-4.7756784609940865,-2.729357990057858,-22.339964,-6.335887
4e2bafe4d,17,4,0,-4.596799772952741,1.2525606597175145,-22.880566,23.909584
e54604c66,10,1,0,-0.7384589002653595,4.337493768322713,13.304545,26.154327
17f55e62b,18,1,0,-6.600112697036777,-0.24993265302255901,-34.67518,5.7458777
4229f3787,18,1,0,3.0199322948321963,6.415605168671199,23.041,19.549425
34340b225,23,4,1,-5.944281488990626,0.13542373182421416,-29.714025,17.542467
9ea0bb335,23,1,0,-2.2312868581393137,-0.5106161836925499,-8.161908,-13.621342
8215b2a9c,17,4,0,-7.3195407997346456,-0.7705837665057848,-35.25627,9.282087
c6e9db009,17,1,0,-1.0264689344884073,-3.467632380044069,-1.9937768,-12.457275
bbcb45cc0,10,1,0,8.221064916006773,-6.661681091571611,39.73963,-17.53409
47dde331d,17,1,0,16.51407625729126,-4.437437646064308,47.963585,-11.307848
c7677947e,17,4,1,-3.109638202611052,-0.507012242295584,-12.972868,-35.1285
01a976045,18,1,0,-3.2912618129745197,1.7198873325622337,-19.469091,25.37852
2fe00fdac,23,1,0,-1.0600885605541335,1.3567428739362772,5.878974,15.71379
d689cee57,12,1,0,-4.630462757442505,0.357689970611024,-26.625322,17.461905
78cd98347,23,4,0,3.0991383577805305,2.114471719591207,-4.1846905,-49.26919
af23806c4,12,1,0,2.912835437143543,1.8420556249576716,13.188858,2.0172644
9d6de44f0,18,1,0,-5.534819917844782,0.5444474482988761,-24.156456,23.480963
0c48ed342,17,4,0,-3.4436388225109047,-0.10204315915666708,-11.598821,-40.90369
48ceeeb96,12,1,0,0.9695457383988831,2.5892289829871578,20.280802,6.844251
ce4002d4e,12,1,0,-1.6413792492082204,0.05356524934184722,-6.096583,-41.248196
1fb27e574,23,4,0,-0.41165118904639264,0.6628418014073959,-3.39229,-37.51372
b297fe7ef,18,1,0,-4.828364786754214,-1.811602827455714,-13.351714,3.2260358
33c49049b,10,1,0,-1.7780729055097555,-2.7145843307233997,-2.4900699,-10.565928
87e518677,17,4,0,-1.2950438625872378,0.6248393681307245,-6.03144,3.1965814
6f252ae6e,23,1,0,2.551119177402917,-1.7811346223364175,16.58523,-21.804705
8cee03244,23,4,0,-4.877580819597253,0.21019792091518516,-39.697586,-0.19135514
cd96b0637,17,1,0,0.9888449482890376,1.4663980106494836,15.3999195,28.854214
4621de448,23,1,1,-4.742415654796219,-2.2820836187429276,-22.553738,3.1975636
dc27c393a,10,1,0,-1.4728359464465566,-2.863485066476267,-2.4761825,-28.939358
d92f32f51,23,1,0,-4.0467780384978935,-1.4061597860789834,-23.3184,-12.372828
f64cfa023,23,1,0,-2.019288126401189,-3.1890166949156864,-4.4861064,-12.710973
e4c1b54b5,17,1,0,-0.7540583163621181,3.094852350297037,4.5327425,53.791447
dcc3ada2a,10,1,0,-1.0507273025817012,4.411748043662837,13.131008,25.34508
c584081e4,17,4,0,-2.1501359174564767,-3.0276896599339858,-31.10452,-25.025204
826093ce7,10,1,0,-2.980452088633549,0.4347141332335463,-7.7556863,12.853559
d7730ecbc,18,1,0,-6.8597761433504125,-0.6047407976070135,-36.38008,3.881532
e71a00f8d,17,1,0,-0.18453008427554796,6.514846097351593,21.242163,34.082947
1b90ba570,12,1,0,-2.08876264447248,-2.005415884698477,-6.4713516,0.6222533
cb3285a5b,17,4,0,0.6740885872451275,1.971373748385168,19.713982,5.9309716
4b3e0b984,17,1,0,-1.7897950724634752,-1.2201920223043266,-1.2567434,-4.1579766
bf68ca2b0,17,1,0,4.1400936648698945,0.2945452946598545,26.141518,1.292046
942b41be5,17,4,0,0.7008498495305988,0.5278192321116266,3.145514,-24.547625
cc05ecd08,18,1,1,-4.623201154024771,3.986935094219634,11.811177,42.29819
7448edc55,17,1,0,12.897171239873655,7.125964703725366,48.780704,7.810853
98d2722f5,17,4,0,1.2950855296337682,7.3555828677580655,28.483793,16.637232
221b20d20,17,1,0,-0.5687825388302581,-5.8076400595966,-18.638834,-1.4965223
523267c09,10,1,0,-2.8002382707637348,-2.245779216569491,-13.222641,-13.297037
7478fd629,18,1,1,-0.25561589896332915,4.959200388023506,12.436943,45.770447
9817ad011,18,1,0,-7.5859026383106976,-0.631887425140505,-37.078827,9.608262
ac1f2633e,17,1,0,1.7194646732551724,3.8714885095529747,10.764622,49.896038
43fee64b4,18,1,0,-6.084647264703147,0.6530123199475271,-23.962618,22.965149
0968aea09,12,1,1,6.832162561251137,4.5344345613602055,39.864883,11.478558
06c44d203,12,1,0,5.306036206763758,-2.7976016012718268,22.026121,-18.87502
43d34d63c,18,1,0,-4.890872738138904,-2.5521490213504734,-21.503365,-3.9132097
44f4e69f6,17,1,0,-0.5423109350163843,-0.6274387814399061,1.3704267,-22.781199
d3ca12fcc,17,4,0,0.47535354494835397,2.430302902634429,10.565824,20.39071
77cde7112,18,1,0,-3.735853840461538,2.4468615461265535,-19.761051,26.708117
fceda95a6,10,1,0,-5.664839022162655,-1.795604810805572,-28.616096,-9.406554
7c2d10d0a,10,1,0,4.001488646841033,1.4142869627488448,21.162918,0.06708289
09a946316,23,1,1,-8.711867156001343,-1.1759308264061654,-42.889954,8.090442
657339fdd,10,1,0,-3.8928502236170446,-3.121633717167909,-19.01705,-6.517346
4bca7a973,12,1,0,-3.1520460755145687,-0.15996530252287175,1.0723188,-0.6909583
01dd6474a,10,1,0,0.9873940696302352,-0.20667576871224463,4.549878,5.178937
99efe9a99,10,1,0,-1.5798883663594672,-0.163561992204905,-7.5163383,12.608552
9f45e0d76,10,1,0,-2.0975146251492762,0.7585744605028563,-1.5365388,7.506487
414a5da6e,10,1,0,2.6538876986051902,3.7200463231170833,21.33252,21.229958
340c7f964,23,4,0,-0.648515326631371,-0.4100268723845954,-6.4942684,-43.97077
c131e9b07,10,1,0,-2.1024711241418554,-1.399960152092354,-9.277458,-26.121532
2b1b234ce,23,1,0,15.44228139001105,4.490966304495663,47.508057,4.279971
9425c4b01,12,1,1,-1.9190055100975487,4.345176123456263,17.437382,39.668194
35a0342b2,18,1,0,1.397394188503755,-3.6933118434940253,15.939223,-11.894916
d5163b4ef,10,1,1,-10.006164077115773,-0.24189521196156075,-46.577602,13.201762
2e698aba5,23,4,1,-8.559276433907119,0.15076164434862702,-44.100002,10.671378
03e8c2dc8,12,1,0,-2.824702930730131,4.508094952419771,7.7718406,48.043324
95b0acae3,10,1,0,-4.482538925028461,-1.8545858191293392,-22.990421,-13.121791
c21cff9ba,17,1,0,-0.915244334411001,1.9389039502574867,5.672947,1.5009266
6166bd53b,17,4,0,-3.495042019444117,2.5006727574978926,-33.778477,25.814438
1ef301db3,17,1,0,3.2410880348281186,5.272383247049147,25.095425,28.327663
687733bf1,17,4,0,2.0168335047618,2.738642458328565,-3.512769,-48.556385
f51c0da28,23,4,0,-0.34609910412292066,-3.19644772393944,7.350479,-18.3136
c6713b132,17,4,0,0.6944003020564294,-0.5444349596307501,10.865631,-32.356213
f0d8ebc52,17,1,0,-2.5907015033433605,4.369860352188093,-31.478155,26.93527
0c07848ae,18,1,0,0.6532264117650067,-3.0438319101049958,12.315894,-22.664886
2308ff2e5,23,1,0,0.06829730512315439,-2.626746249070024,9.418767,-15.709681
cb44804ac,23,4,0,-5.457196279462424,1.9924366280839985,-34.223232,24.678158
c146d2422,17,1,0,9.66758982237915,3.6891602387233835,44.026993,7.6231546
ab5e71344,23,1,0,-5.40503751568764,0.20728528661350654,-36.410194,-6.7183747
868db1d19,23,4,1,-2.449475044774404,-2.2755492831326927,-13.680769,-10.142058
aeb0f61bf,12,1,0,-1.5478105944293137,1.7796293705739463,3.5665805,52.691174
08f1d28d2,23,4,0,0.27251883488320783,1.0130130727792508,3.7714944,24.718582
bdec2b074,10,1,0,-3.22915754157888,-1.3882701596658245,-10.136023,-11.462241
7824bd6ff,23,4,0,-1.8477757676142261,-1.9588246530668396,-7.1870575,-8.076241
61d247d6b,23,1,0,15.712433147523246,1.4984289166577396,46.5588,-3.5586045
eccdd4ea8,18,1,0,0.13010528293688625,-3.309449238861552,7.1815867,-25.40847
24de2bce7,18,1,0,6.293279791047956,-4.08598058022108,27.46667,-20.981775
03b0b2911,17,1,0,14.665317630332531,0.8991018925161118,49.021923,-3.8827064
50b852b5f,10,1,0,-6.1947164027818635,-1.7812394862433225,-29.023115,-7.16113
12ab8cc1e,18,1,0,-2.0463131537679686,-2.4487410920643597,-8.24014,-28.386267
ce4002d4e,12,1,0,-1.5922743093422165,-0.38558655341907516,-5.974493,-41.317005
1c0510f72,23,4,0,0.8154666805349219,-1.868454408374642,11.810469,-7.9602003
f3ed4434b,10,1,0,-2.4432981796465194,-1.7710432288450428,-5.9253287,-30.637636
0a9143370,17,4,0,9.060010506426972,-1.9363667131774398,29.795313,-20.225702
e61f696cf,18,1,0,-4.456870124273192,-2.3263406164561298,-22.390697,3.0510337
912b56587,12,1,0,2.568346635535127,-1.1291368518874159,23.254623,-10.228385
3706b60bc,10,1,0,2.3110903723082727,-2.5974230595205876,11.680206,-15.440105
8c2c746fa,12,1,0,9.105041130559128,-2.131470597530065,34.55344,-9.802697
c84df9ac5,23,1,0,0.28112721804362356,-2.794710658563588,9.820128,-19.584085
c6072a608,10,1,0,26.689066903927976,-8.013195597371727,51.760895,-14.795961
c21b3e6c8,17,1,0,-3.0242067220593327,-1.208460745371683,-10.430756,-40.98484
65f32be6d,17,1,0,-5.951201900162364,-1.7413575402108896,-26.656855,11.483372
8a4fde83f,17,1,0,-10.485519887858874,0.6478130297904569,-46.559044,11.554249
c1c7e3370,17,4,0,-4.616118932936357,0.6482122344514225,-21.074518,10.758147
d5992de83,17,1,0,-2.969042257684232,0.6474991954177532,-3.6337557,-22.384134
e0bbdcd8d,17,1,0,2.0044633516556867,2.0380426330541908,15.55549,28.855488
7a7523920,17,1,0,-0.21715631287642215,-1.7746931004624842,9.472328,-8.813985
88b2756d9,10,1,0,-1.295491453784355,5.921378054417669,6.231883,52.080418
f5087f6e9,23,4,0,16.083680626768867,-3.5556254315573534,49.345383,-9.041513
e22487d26,10,1,1,4.870483586275043,-0.5512633477098164,23.3907,-22.962503
1cd3a6d11,23,1,0,-1.1469028295534276,3.027756794442216,-0.06338566,20.883965
f4dd82c85,18,1,0,-2.509758214284957,-0.7664611926005014,1.3505744,-1.2534964
0e952fb8a,23,1,0,-5.485588403067247,-2.367263687526136,-27.813911,-7.4631352
485247827,17,4,0,-6.4791449616788945,-0.3616618329329065,-35.963326,19.049606
1aa00dc63,18,1,0,-0.8289110551004262,2.0259015236410822,-1.4073377,35.931896
acaa59d2b,10,1,0,1.3274664152490767,-0.7436858541913594,10.101453,-16.099876
ca0bf5f45,18,1,0,23.93281025547119,-1.9271792023259906,52.482178,-12.590254
5e647f796,23,4,0,-3.1527675543387033,0.840118038442487,-18.326534,26.22765
128b7044e,23,1,0,2.0425956775939045,-2.310507657155371,12.819851,-18.585938
3fbde2a1f,17,4,0,-4.932782370897457,5.152954148399531,14.579512,39.392624
049a76094,23,4,0,3.0143055265155794,1.3034382958836448,22.881813,6.2023845
862c8bffa,12,1,0,-6.538822002566535,0.3020346683202126,-35.312637,10.886399
7ab084435,10,1,1,0.12478588817376912,-2.540747377526346,1.5362703,-14.793831
8002a1798,18,1,0,-1.4062911321187974,-1.5391820815632222,-6.363303,-28.617292
e8b85bca0,17,1,0,-6.0284713529722955,1.021430350899204,-39.420105,21.108328
6c46ba8f1,17,1,0,2.8922500376236977,3.9661836895324942,17.6266,18.371302
d6713bfd9,23,4,0,6.5785424822252265,-2.4210317060589683,32.94294,-10.739639
4d2d0f5e3,23,4,0,-6.391696457112432,-0.7120230966409867,-36.018955,2.1883287
67205f705,18,1,0,-0.6051530255443047,4.309160969941961,-0.73623085,19.467144
119b154cc,17,1,0,-0.9656662076395198,-0.7166508504941529,-6.517964,-42.77371
620ca6454,23,1,0,0.603785021619264,-2.7097108360481243,11.256255,-25.052265
